1353,"Fatty Acids, Peanut butter, creamy, store brand/other brand, KROGER (IN,MI) - NFY120CC9",30
1354,"Proximates, Peanut butter, creamy, store brand/other brand, KROGER (IN,MI) - NFY120CCA",91
1355,"Starch, Peanut butter, creamy, store brand/other brand, KROGER (IN,MI) - NFY120CCB",209
1356,"TDF, Peanut butter, creamy, store brand/other brand, KROGER (IN,MI) - NFY120CCC",290
1357,"Thiamin, Peanut butter, creamy, store brand/other brand, KROGER (IN,MI) - NFY120CCD",81
1358,"Vitamin B6, Peanut butter, creamy, store brand/other brand, KROGER (IN,MI) - NFY120CCE",139
1359,"Peanut butter, creamy, store brand/other brand, SAFEWAY KITCHENS & SHOP RITE (CO,CT) - CY120GU",92
1360,"Peanut butter, creamy, store brand/other brand, SAFEWAY KITCHENS (CO1) - NFY120BXI",228
1361,"Peanut butter, creamy, store brand/other brand, SHOP RITE (CT1) - NFY120BXS",197
1362,"Folate, Peanut butter, creamy, store brand/other brand, SAFEWAY KITCHENS & SHOP RITE (CO,CT) - NFY120CCU",298
1363,"Minerals, Peanut butter, creamy, store brand/other brand, SAFEWAY KITCHENS & SHOP RITE (CO,CT) - NFY120CCV",244
1364,"Niacin, Peanut butter, creamy, store brand/other brand, SAFEWAY KITCHENS & SHOP RITE (CO,CT) - NFY120CCW",27
1365,"Riboflavin, Peanut butter, creamy, store brand/other brand, SAFEWAY KITCHENS & SHOP RITE (CO,CT) - NFY120CCX",24
1366,"Selenium, Peanut butter, creamy, store brand/other brand, SAFEWAY KITCHENS & SHOP RITE (CO,CT) - NFY120CCY",255
1367,"Sugars, Peanut butter, creamy, store brand/other brand, SAFEWAY KITCHENS & SHOP RITE (CO,CT) - NFY120CCZ",120
1368,"Fatty Acids, Peanut butter, creamy, store brand/other brand, SAFEWAY KITCHENS & SHOP RITE (CO,CT) - NFY120CD0",182
1369,"Pantothenic Acid, Peanut butter, creamy, store brand/other brand, SAFEWAY KITCHENS & SHOP RITE (CO,CT) - NFY120CD1",135
1370,"Proximates, Peanut butter, creamy, store brand/other brand, SAFEWAY KITCHENS & SHOP RITE (CO,CT) - NFY120CD2",19
1371,"TDF, Peanut butter, creamy, store brand/other brand, SAFEWAY KITCHENS & SHOP RITE (CO,CT) - NFY120CD3",295
1372,"Thiamin, Peanut butter, creamy, store brand/other brand, SAFEWAY KITCHENS & SHOP RITE (CO,CT) - NFY120CD4",176
1373,"Vitamin B6, Peanut butter, creamy, store brand/other brand, SAFEWAY KITCHENS & SHOP RITE (CO,CT) - NFY120CD5",76
1374,"Peanut butter, creamy, SKIPPY (CA2,NC) - CY120GF",170
1375,"Peanut butter, creamy, SKIPPY (CA2) - NFY120BW8",53
1376,"Peanut butter, creamy, SKIPPY (NC1) - NFY120BWO",228
1377,"Peanut butter, creamy, SKIPPY (NC1) - NFY120BWP",154
1378,"Minerals, Peanut butter, creamy, SKIPPY (CA2,NC) - NFY120C75",269
1379,"Fatty Acids, Peanut butter, creamy, SKIPPY (CA2,NC) - NFY120C76",53
1380,"Proximates, Peanut butter, creamy, SKIPPY (CA2,NC) - NFY120C77",156
1381,"Peanut butter, smooth style, with salt",81
1382,"Parmesan cheese, grated, KRAFT 100% (FL,MO) - CY120JF",97
1383,"Parmesan cheese, grated, KRAFT 100% (FL) - NFY120BZI",257
1384,"Parmesan cheese, grated, KRAFT 100% (FL) - NFY120BZK",122
1385,"Parmesan cheese, grated, KRAFT 100% (MO1) - NFY120BZQ",91
1386,"Parmesan cheese, grated, KRAFT 100% (MO1) - NFY120BZR",33
1387,"Parmesan cheese, grated, KRAFT 100% (MO1) - NFY120BZS",210
1388,"Parmesan cheese, grated, KRAFT 100% (FL) - NFY120BZJ",109
1389,"Minerals, Parmesan cheese, grated, KRAFT 100% (FL,MO) - NFY120DS1",276
1390,"Fatty Acids, Parmesan cheese, grated, KRAFT 100% (FL,MO) - NFY120DS2",42
1391,"Proximates, Parmesan cheese, grated, KRAFT 100% (FL,MO) - NFY120DS3",43
1392,"Parmesan cheese, grated, KRAFT 100% (IN,NY) - CY120JB",190
1393,"Parmesan cheese, grated, KRAFT 100% (NY) - NFY120BZE",196
1394,"Parmesan cheese, grated, KRAFT 100% (NY) - NFY120BZG",9
1395,"Parmesan cheese, grated, KRAFT 100% (IN1) - NFY120BZM",165
1396,"Parmesan cheese, grated, KRAFT 100% (IN1) - NFY120BZO",58
1397,"Parmesan cheese, grated, KRAFT 100% (NY) - NFY120BZF",162
1398,"Parmesan cheese, grated, KRAFT 100% (IN1) - NFY120BZN",251
1399,"Minerals, Parmesan cheese, grated, KRAFT 100% (IN,NY) - NFY120DQF",222
1400,"Fatty Acids, Parmesan cheese, grated, KRAFT 100% (IN,NY) - NFY120DQG",151
1401,"Proximates, Parmesan cheese, grated, KRAFT 100% (IN,NY) - NFY120DQH",298
1402,"Parmesan cheese, grated, KRAFT 100% (CA2,NC) - CY120JD",107
1403,"Parmesan cheese, grated, KRAFT 100% (NC1) - NFY120BYM",247
1404,"Parmesan cheese, grated, KRAFT 100% (CA2) - NFY120BZ9",100
1405,"Parmesan cheese, grated, KRAFT 100% (CA2) - NFY120BZA",66
1406,"Parmesan cheese, grated, KRAFT 100% (CA2) - NFY120BZ8",250
1407,"Parmesan cheese, grated, KRAFT 100% (NC1) - NFY120BYL",249
1408,"Parmesan cheese, grated, KRAFT 100% (NC1) - NFY120BYK",294
1409,"Minerals, Parmesan cheese, grated, KRAFT 100% (CA2,NC) - NFY120DRA",158
1410,"Fatty Acids, Parmesan cheese, grated, KRAFT 100% (CA2,NC) - NFY120DRB",138
1411,"Proximates, Parmesan cheese, grated, KRAFT 100% (CA2,NC) - NFY120DRC",196
1412,"Parmesan cheese, grated, KRAFT 100% (AL,CA1) - CY120JC",198
1413,"Parmesan cheese, grated, KRAFT 100% (AL1) - NFY120BYP",101
1414,"Parmesan cheese, grated, KRAFT 100% (CA1) - NFY120BZ6",236
1415,"Parmesan cheese, grated, KRAFT 100% (AL1) - NFY120BYO",263
1416,"Parmesan cheese, grated, KRAFT 100% (CA1) - NFY120BZ5",218
1417,"Parmesan cheese, grated, KRAFT 100% (AL1) - NFY120BYQ",97
1418,"Parmesan cheese, grated, KRAFT 100% (CA1) - NFY120BZ4",190
1419,"Retinol, Parmesan cheese, grated, KRAFT 100% (AL,CA1) - NFY120DQN",3
1420,"Tocopherols, Parmesan cheese, grated, KRAFT 100% (AL,CA1) - NFY120DQO",18
1421,"Cholesterol, Parmesan cheese, grated, KRAFT 100% (AL,CA1) - NFY120DQP",54
1422,"Folate, Parmesan cheese, grated, KRAFT 100% (AL,CA1) - NFY120DQQ",248
1423,"Minerals, Parmesan cheese, grated, KRAFT 100% (AL,CA1) - NFY120DQR",267
1424,"Niacin, Parmesan cheese, grated, KRAFT 100% (AL,CA1) - NFY120DQS",21
1425,"Riboflavin, Parmesan cheese, grated, KRAFT 100% (AL,CA1) - NFY120DQT",96
1426,"Selenium, Parmesan cheese, grated, KRAFT 100% (AL,CA1) - NFY120DQU",280
1427,"Sugars, Parmesan cheese, grated, KRAFT 100% (AL,CA1) - NFY120DQV",259
1428,"Thiamin, Parmesan cheese, grated, KRAFT 100% (AL,CA1) - NFY120DQW",24
1429,"Vitamin B6, Parmesan cheese, grated, KRAFT 100% (AL,CA1) - NFY120DQX",165
1430,"Fatty Acids, Parmesan cheese, grated, KRAFT 100% (AL,CA1) - NFY120DQY",94
1431,"Pantothenic Acid, Parmesan cheese, grated, KRAFT 100% (AL,CA1) - NFY120DQZ",219
1432,"Vitamin B12, Parmesan cheese, grated, KRAFT 100% (AL,CA1) - NFY120DR1",267
1433,"Proximates, Parmesan cheese, grated, KRAFT 100% (AL,CA1) - NFY120DR5",210
1434,"Parmesan cheese, grated, store brand/other brand, PRICE CHOPPER (CT) - CY120JH",152
1435,"Parmesan cheese, grated, store brand/other brand, PRICE CHOPPER (CT1) - NFY120C0M",267
1436,"Parmesan cheese, grated, store brand/other brand, PRICE CHOPPER (CT1) - NFY120C0O",206
1437,"Parmesan cheese, grated, store brand/other brand, PRICE CHOPPER (CT1) - NFY120C0P",78
1438,"Parmesan cheese, grated, store brand/other brand, PRICE CHOPPER (CT1) - NFY120C0N",300
1439,"Minerals, Parmesan cheese, grated, store brand/other brand, PRICE CHOPPER (CT) - NFY120DSW",182
1440,"Fatty Acids, Parmesan cheese, grated, store brand/other brand, PRICE CHOPPER (CT) - NFY120DSX",281
1441,"Proximates, Parmesan cheese, grated, store brand/other brand, PRICE CHOPPER (CT) - NFY120DSY",207
1442,"Parmesan cheese, grated, KRAFT 100% (CO,CT) - CY120JE",142
1443,"Parmesan cheese, grated, KRAFT 100% (CT1) - NFY120BYS",244
1444,"Parmesan cheese, grated, KRAFT 100% (CT1) - NFY120BYT",184
1445,"Parmesan cheese, grated, KRAFT 100% (CT1) - NFY120BYU",251
1446,"Parmesan cheese, grated, KRAFT 100% (CO1) - NFY120BZ1",113
1447,"Parmesan cheese, grated, KRAFT 100% (CO1) - NFY120BZ2",113
1448,"Parmesan cheese, grated, KRAFT 100% (CO1) - NFY120BZ0",188
1449,"Tocopherols, Parmesan cheese, grated, KRAFT 100% (CO,CT) - NFY120DRI",20
1450,"Cholesterol, Parmesan cheese, grated, KRAFT 100% (CO,CT) - NFY120DRJ",118
1451,"Minerals, Parmesan cheese, grated, KRAFT 100% (CO,CT) - NFY120DRK",277
1452,"Niacin, Parmesan cheese, grated, KRAFT 100% (CO,CT) - NFY120DRL",50
1453,"Riboflavin, Parmesan cheese, grated, KRAFT 100% (CO,CT) - NFY120DRM",278
1454,"Selenium, Parmesan cheese, grated, KRAFT 100% (CO,CT) - NFY120DRN",38
1455,"Thiamin, Parmesan cheese, grated, KRAFT 100% (CO,CT) - NFY120DRO",176
1456,"Vitamin B6, Parmesan cheese, grated, KRAFT 100% (CO,CT) - NFY120DRP",51
1457,"Fatty Acids, Parmesan cheese, grated, KRAFT 100% (CO,CT) - NFY120DRQ",207
1458,"Proximates, Parmesan cheese, grated, KRAFT 100% (CO,CT) - NFY120DRR",63
1459,"Vitamin B12, Parmesan cheese, grated, KRAFT 100% (CO,CT) - NFY120DRS",198
1460,"Vitamin K, Parmesan cheese, grated, KRAFT 100% (CO,CT) - NFY120DRT",292
1461,"Parmesan cheese, grated, KRAFT 100% (MI,OK) - CY120JG",149
1462,"Parmesan cheese, grated, KRAFT 100% (OK1) - NFY120BZC",182
1463,"Parmesan cheese, grated, KRAFT 100% (MI1) - NFY120BYW",135
1464,"Parmesan cheese, grated, KRAFT 100% (OK1) - NFY120BZD",11
1465,"Parmesan cheese, grated, KRAFT 100% (MI1) - NFY120BYX",257
1466,"Tocopherols, Parmesan cheese, grated, KRAFT 100% (MI,OK) - NFY120DS9",270
1467,"Cholesterol, Parmesan cheese, grated, KRAFT 100% (MI,OK) - NFY120DSA",103
1468,"Folate, Parmesan cheese, grated, KRAFT 100% (MI,OK) - NFY120DSB",194
1469,"Minerals, Parmesan cheese, grated, KRAFT 100% (MI,OK) - NFY120DSC",287
1470,"Niacin, Parmesan cheese, grated, KRAFT 100% (MI,OK) - NFY120DSD",90
1471,"Riboflavin, Parmesan cheese, grated, KRAFT 100% (MI,OK) - NFY120DSE",17
1472,"Selenium, Parmesan cheese, grated, KRAFT 100% (MI,OK) - NFY120DSF",249
1473,"Thiamin, Parmesan cheese, grated, KRAFT 100% (MI,OK) - NFY120DSG",60
1474,"Vitamin B6, Parmesan cheese, grated, KRAFT 100% (MI,OK) - NFY120DSH",13
1475,"Fatty Acids, Parmesan cheese, grated, KRAFT 100% (MI,OK) - NFY120DSI",253
1476,"Pantothenic Acid, Parmesan cheese, grated, KRAFT 100% (MI,OK) - NFY120DSJ",42
1477,"Proximates, Parmesan cheese, grated, KRAFT 100% (MI,OK) - NFY120DSK",243
1478,"Vitamin B12, Parmesan cheese, grated, KRAFT 100% (MI,OK) - NFY120DSL",56
1479,"Choline, Parmesan cheese, grated, KRAFT 100% (MI,OK) - NFY120DSN",38
1480,"Vitamin K, Parmesan cheese, grated, KRAFT 100% (MI,OK) - NFY120DST",188
1481,"Parmesan cheese, grated, store brand/other brand, MY ESSENTIALS & SUNNYSIDE FARMS (CA2,NC) - CY120JJ",295
1482,"Parmesan cheese, grated, store brand/other brand, MY ESSENTIALS 100% (NC1) - NFY120C0Q",5
1483,"Parmesan cheese, grated, store brand/other brand, SUNNYSIDE FARMS 100% (CA2) - NFY120C12",192
1484,"Parmesan cheese, grated, store brand/other brand, MY ESSENTIALS 100% (NC1) - NFY120C0R",259
1485,"Parmesan cheese, grated, store brand/other brand, MY ESSENTIALS 100% (NC1) - NFY120C0S",175
1486,"Parmesan cheese, grated, store brand/other brand, SUNNYSIDE FARMS 100% (CA2) - NFY120C13",266
1487,"Parmesan cheese, grated, store brand/other brand, SUNNYSIDE FARMS 100% (CA2) - NFY120C14",119
1488,"Minerals, Parmesan cheese, grated, store brand/other brand, MY ESSENTIALS & SUNNYSIDE FARMS (CA2,NC) - NFY120DTO",107
1489,"Fatty Acids, Parmesan cheese, grated, store brand/other brand, MY ESSENTIALS & SUNNYSIDE FARMS (CA2,NC) - NFY120DTP",253
1490,"Proximates, Parmesan cheese, grated, store brand/other brand, MY ESSENTIALS & SUNNYSIDE FARMS (CA2,NC) - NFY120DTQ",92
1491,"Parmesan cheese, grated, store brand/other brand, GREAT VALUE (AL,OK) - CY120JI",288
1492,"Parmesan cheese, grated, store brand/other brand, GREAT VALUE (OK1) - NFY120C0G",179
1493,"Parmesan cheese, grated, store brand/other brand, GREAT VALUE (AL1) - NFY120C0J",83
1494,"Parmesan cheese, grated, store brand/other brand, GREAT VALUE (OK1) - NFY120C0H",26
1495,"Parmesan cheese, grated, store brand/other brand, GREAT VALUE (AL1) - NFY120C0I",185
1496,"Retinol, Parmesan cheese, grated, store brand/other brand, GREAT VALUE (AL,OK) - NFY120DT3",50
1497,"Tocopherols, Parmesan cheese, grated, store brand/other brand, GREAT VALUE (AL,OK) - NFY120DT4",242
1498,"Cholesterol, Parmesan cheese, grated, store brand/other brand, GREAT VALUE (AL,OK) - NFY120DT5",181
1499,"Minerals, Parmesan cheese, grated, store brand/other brand, GREAT VALUE (AL,OK) - NFY120DT6",85
1500,"Niacin, Parmesan cheese, grated, store brand/other brand, GREAT VALUE (AL,OK) - NFY120DT7",246
1501,"Riboflavin, Parmesan cheese, grated, store brand/other brand, GREAT VALUE (AL,OK) - NFY120DT8",132
1502,"Selenium, Parmesan cheese, grated, store brand/other brand, GREAT VALUE (AL,OK) - NFY120DT9",172
1503,"Sugars, Parmesan cheese, grated, store brand/other brand, GREAT VALUE (AL,OK) - NFY120DTA",40
1504,"Thiamin, Parmesan cheese, grated, store brand/other brand, GREAT VALUE (AL,OK) - NFY120DTB",155
1505,"Vitamin B6, Parmesan cheese, grated, store brand/other brand, GREAT VALUE (AL,OK) - NFY120DTC",118
1506,"Fatty Acids, Parmesan cheese, grated, store brand/other brand, GREAT VALUE (AL,OK) - NFY120DTD",169
1507,"Pantothenic Acid, Parmesan cheese, grated, store brand/other brand, GREAT VALUE (AL,OK) - NFY120DTE",215
1508,"Proximates, Parmesan cheese, grated, store brand/other brand, GREAT VALUE (AL,OK) - NFY120DTF",295
1509,"Vitamin B12, Parmesan cheese, grated, store brand/other brand, GREAT VALUE (AL,OK) - NFY120DTG",144
1510,"Parmesan cheese, grated, store brand/other brand, SAFEWAY KITCHENS (CO,CA1) - CY120JK",148
1511,"Parmesan cheese, grated, store brand/other brand, SAFEWAY KITCHENS (CA1) - NFY120C0Z",137
1512,"Parmesan cheese, grated, store brand/other brand, SAFEWAY KITCHENS (CO1) - NFY120C0U",9
1513,"Parmesan cheese, grated, store brand/other brand, SAFEWAY KITCHENS (CA1) - NFY120C10",214
1514,"Parmesan cheese, grated, store brand/other brand, SAFEWAY KITCHENS (CO1) - NFY120C0V",26
1515,"Parmesan cheese, grated, store brand/other brand, SAFEWAY KITCHENS (CA1) - NFY120C0Y",212
1516,"Parmesan cheese, grated, store brand/other brand, SAFEWAY KITCHENS (CO1) - NFY120C0W",69
1517,"Tocopherols, Parmesan cheese, grated, store brand/other brand, SAFEWAY KITCHENS (CO,CA1) - NFY120DTV",32
1518,"Cholesterol, Parmesan cheese, grated, store brand/other brand, SAFEWAY KITCHENS (CO,CA1) - NFY120DTW",114
1519,"Minerals, Parmesan cheese, grated, store brand/other brand, SAFEWAY KITCHENS (CO,CA1) - NFY120DTX",261
1520,"Niacin, Parmesan cheese, grated, store brand/other brand, SAFEWAY KITCHENS (CO,CA1) - NFY120DTY",298
1521,"Riboflavin, Parmesan cheese, grated, store brand/other brand, SAFEWAY KITCHENS (CO,CA1) - NFY120DTZ",264
1522,"Selenium, Parmesan cheese, grated, store brand/other brand, SAFEWAY KITCHENS (CO,CA1) - NFY120DU0",135
1523,"Thiamin, Parmesan cheese, grated, store brand/other brand, SAFEWAY KITCHENS (CO,CA1) - NFY120DU1",200
1524,"Vitamin B6, Parmesan cheese, grated, store brand/other brand, SAFEWAY KITCHENS (CO,CA1) - NFY120DU2",263
1525,"Fatty Acids, Parmesan cheese, grated, store brand/other brand, SAFEWAY KITCHENS (CO,CA1) - NFY120DU3",296
1526,"Proximates, Parmesan cheese, grated, store brand/other brand, SAFEWAY KITCHENS (CO,CA1) - NFY120DU4",136
1527,"Vitamin B12, Parmesan cheese, grated, store brand/other brand, SAFEWAY KITCHENS (CO,CA1) - NFY120DU5",138
1528,"Parmesan cheese, grated, store brand/other brand, FLORA & HYVEE (FL,MO) - CY120JL",50
1529,"Parmesan cheese, grated, store brand/other brand, FLORA FINE FOODS 100% PURE (FL) - NFY120C0A",250
1530,"Parmesan cheese, grated, store brand/other brand, HYVEE 100% (MO1) - NFY120C05",298
1531,"Parmesan cheese, grated, store brand/other brand, FLORA FINE FOODS 100% PURE (FL) - NFY120C08",58
1532,"Parmesan cheese, grated, store brand/other brand, HYVEE 100% (MO1) - NFY120C04",278
1533,"Parmesan cheese, grated, store brand/other brand, FLORA FINE FOODS 100% PURE (FL) - NFY120C09",291
1534,"Parmesan cheese, grated, store brand/other brand, HYVEE 100% (MO1) - NFY120C06",111
1535,"Minerals, Parmesan cheese, grated, store brand/other brand, FLORA & HYVEE (FL,MO) - NFY120DUC",98
1536,"Fatty Acids, Parmesan cheese, grated, store brand/other brand, FLORA & HYVEE (FL,MO) - NFY120DUD",73
1537,"Proximates, Parmesan cheese, grated, store brand/other brand, FLORA & HYVEE (FL,MO) - NFY120DUE",271
1538,"Parmesan cheese, grated, store brand/other brand, KROGER (MI,IN) - CY120JM",205
1539,"Parmesan cheese, grated, store brand/other brand, KROGER (IN1) - NFY120C01",258
1540,"Parmesan cheese, grated, store brand/other brand, KROGER (MI1) - NFY120BZX",189
1541,"Parmesan cheese, grated, store brand/other brand, KROGER (IN1) - NFY120C02",188
1542,"Parmesan cheese, grated, store brand/other brand, KROGER (MI1) - NFY120BZW",171
1543,"Parmesan cheese, grated, store brand/other brand, KROGER (MI1) - NFY120BZY",31
1544,"Parmesan cheese, grated, store brand/other brand, KROGER (IN1) - NFY120C00",2
1545,"Pantothenic Acid, Parmesan cheese, grated, store brand/other brand, KROGER (MI,IN) - NFY120DUS",34
1546,"Proximates, Parmesan cheese, grated, store brand/other brand, KROGER (MI,IN) - NFY120DUT",228
1547,"Vitamin B12, Parmesan cheese, grated, store brand/other brand, KROGER (MI,IN) - NFY120DUU",6
1548,"Tocopherols, Parmesan cheese, grated, store brand/other brand, KROGER (MI,IN) - NFY120DUJ",191
1549,"Cholesterol, Parmesan cheese, grated, store brand/other brand, KROGER (MI,IN) - NFY120DUK",113
1550,"Minerals, Parmesan cheese, grated, store brand/other brand, KROGER (MI,IN) - NFY120DUL",70
1551,"Niacin, Parmesan cheese, grated, store brand/other brand, KROGER (MI,IN) - NFY120DUM",51
1552,"Riboflavin, Parmesan cheese, grated, store brand/other brand, KROGER (MI,IN) - NFY120DUN",66
1553,"Selenium, Parmesan cheese, grated, store brand/other brand, KROGER (MI,IN) - NFY120DUO",120
1554,"Thiamin, Parmesan cheese, grated, store brand/other brand, KROGER (MI,IN) - NFY120DUP",176
1555,"Vitamin B6, Parmesan cheese, grated, store brand/other brand, KROGER (MI,IN) - NFY120DUQ",238
1556,"Fatty Acids, Parmesan cheese, grated, store brand/other brand, KROGER (MI,IN) - NFY120DUR",26
1557,"Cheese, parmesan, grated",293
1558,"American cheese, pasteurized process, mixed store brand (AL,OK) - CY090XU - other",269
1559,"American cheese, pasteurized process, BEST CHOICE DELUXE (OK) - NFY090I98",93
1560,"American cheese, pasteurized process, BEST CHOICE DELUXE (OK) - NFY090I99",139
1561,"American cheese, pasteurized process, GREAT VALUE DELUXE  (AL) - NFY090IBC",290
1562,"Selenium, American cheese, pasteurized process, mixed store brand - NFY090HPB",176
1563,"Proximates, American cheese, pasteurized process, mixed store brand - NFY090HPC",290
1564,"Sugars, American cheese, pasteurized process, mixed store brand - NFY090HPD",146
1565,"Carotenoids, American cheese, pasteurized process, mixed store brand - NFY090HPA",2
1566,"Retinol, American cheese, pasteurized process, mixed store brand - NFY090HPE",100
1567,"American cheese, pasteurized process, KRAFT (IN,NY) - CY090XB",18
1568,"American cheese, pasteurized process, KRAFT (NY) - NFY090IAU",110
1569,"American cheese, pasteurized process, KRAFT (NY) - NFY090IAV",236
1570,"American cheese, pasteurized process, KRAFT (IN) - NFY090IZL",247
1571,"American cheese, pasteurized process, KRAFT (IN) - NFY090IZK",135
1572,"Minerals, American cheese, pasteurized process, KRAFT - NFY090HJJ",263
1573,"Niacin, American cheese, pasteurized process, KRAFT - NFY090HJK",155
1574,"Vitamin B6, American cheese, pasteurized process, KRAFT - NFY090HJL",14
1575,"Cholesterol, American cheese, pasteurized process, KRAFT - NFY090HJM",251
1576,"Pantothenic Acid, American cheese, pasteurized process, KRAFT - NFY090HJN",73
1577,"Proximates, American cheese, pasteurized process, KRAFT - NFY090HJO",157
1578,"Riboflavin, American cheese, pasteurized process, KRAFT - NFY090HJP",222
1579,"Thiamin, American cheese, pasteurized process, KRAFT - NFY090HJQ",172
1580,"Vitamin B12, American cheese, pasteurized process, KRAFT - NFY090HJR",113
1581,"Choline, American cheese, pasteurized process, KRAFT - NFY090HJS",231
1582,"American cheese, pasteurized process, KRAFT (CA2,NC) - CY090XD",45
1583,"American cheese, pasteurized process, KRAFT (CA) - NFY090IAA",29
1584,"American cheese, pasteurized process, KRAFT DELI DELUXE (NC) - NFY090IE7",54
1585,"American cheese, pasteurized process, KRAFT (CA) - NFY090IAC",83
1586,"American cheese, pasteurized process, KRAFT DELI DELUXE (NC) - NFY090IE6",267
1587,"Tocopherols, American cheese, pasteurized process, KRAFT - NFY090HKA",126
1588,"Minerals, American cheese, pasteurized process, KRAFT - NFY090HKB",147
1589,"Fatty Acids, American cheese, pasteurized process, KRAFT - NFY090HKC",264
1590,"Proximates, American cheese, pasteurized process, KRAFT - NFY090HKD",38
1591,"Riboflavin, American cheese, pasteurized process, KRAFT - NFY090HKE",138
1592,"Vitamin B12, American cheese, pasteurized process, KRAFT - NFY090HKF",84
1593,"Vitamin K, American cheese, pasteurized process, KRAFT - NFY090HKG",176
1594,"Carotenoids, American cheese, pasteurized process, KRAFT - NFY090HK9",27
1595,"Retinol, American cheese, pasteurized process, KRAFT - NFY090HKH",274
1596,"American cheese, pasteurized process, LAND-O-LAKES (FL) - CY090XL",51
1597,"American cheese, pasteurized process, LAND-O-LAKES (FL) - NFY090ICA",105
1598,"American cheese, pasteurized process, LAND-O-LAKES (FL) - NFY090ICB",292
1599,"American cheese, pasteurized process, LAND-O-LAKES (FL) - NFY090ICI",266
1600,"American cheese, pasteurized process, LAND-O-LAKES (FL) - NFY090ICC",292
1601,"Tocopherols, American cheese, pasteurized process, LAND-O-LAKES - NFY090J0U",76
1602,"Niacin, American cheese, pasteurized process, LAND-O-LAKES - NFY090J0V",274
1603,"Selenium, American cheese, pasteurized process, LAND-O-LAKES - NFY090J0W",135
1604,"Vitamin B6, American cheese, pasteurized process, LAND-O-LAKES - NFY090J0X",113
1605,"Cholesterol, American cheese, pasteurized process, LAND-O-LAKES - NFY090J0Y",257
1606,"Fatty Acids, American cheese, pasteurized process, LAND-O-LAKES - NFY090J0Z",113
1607,"Pantothenic Acid, American cheese, pasteurized process, LAND-O-LAKES - NFY090J10",12
1608,"Sugars, American cheese, pasteurized process, LAND-O-LAKES - NFY090J11",137
1609,"Thiamin, American cheese, pasteurized process, LAND-O-LAKES - NFY090J12",56
1610,"Minerals, American cheese, pasteurized process, LAND-O-LAKES - NFY090HMF",256
1611,"Proximates, American cheese, pasteurized process, LAND-O-LAKES - NFY090HMG",190
1612,"Riboflavin, American cheese, pasteurized process, LAND-O-LAKES - NFY090HMH",92
1613,"Vitamin B12, American cheese, pasteurized process, LAND-O-LAKES - NFY090HMI",170
1614,"Vitamin K, American cheese, pasteurized process, LAND-O-LAKES - NFY090J13",227
1615,"Carotenoids, American cheese, pasteurized process, LAND-O-LAKES - NFY090J0S",174
1616,"Retinol, American cheese, pasteurized process, LAND-O-LAKES - NFY090J0T",21
1617,"American cheese, pasteurized process, mixed store brand (IN,CT) - CY090XT - other",230
1618,"American cheese, pasteurized process, KROGER DELUXE (IN) - NFY090IZA",298
1619,"American cheese, pasteurized process, SHOP RITE SINGLES (CT) - NFY090IDG",299
1620,"Cholesterol, American cheese, pasteurized process, mixed store brand - NFY090HP3",83
1621,"Proximates, American cheese, pasteurized process, mixed store brand - NFY090HP4",240
1622,"American cheese, pasteurized process, KRAFT DELI DELUXE (CO) - CY090XE",288
1623,"American cheese, pasteurized process, KRAFT DELI DELUXE (CO) - NFY090IE3",142
1624,"American cheese, pasteurized process, KRAFT DELI DELUXE (CO) - NFY090IE2",219
1625,"Minerals, American cheese, pasteurized process, KRAFT DELI DELUXE - NFY090HKN",167
1626,"Proximates, American cheese, pasteurized process, KRAFT DELI DELUXE - NFY090HKO",141
1627,"Sugars, American cheese, pasteurized process, KRAFT DELI DELUXE - NFY090HKP",221
1628,"American cheese, pasteurized process, KRAFT (MI,OK) - CY090XG",253
1629,"American cheese, pasteurized process, KRAFT (MI) - NFY090J0D",84
1630,"American cheese, pasteurized process, KRAFT (OK) - NFY090I96",47
1631,"American cheese, pasteurized process, KRAFT (MI) - NFY090J0C",173
1632,"American cheese, pasteurized process, KRAFT (OK) - NFY090I95",286
1633,"Minerals, American cheese, pasteurized process, KRAFT - NFY090HKV",208
1634,"Proximates, American cheese, pasteurized process, KRAFT - NFY090HKW",99
1635,"American cheese, pasteurized process, mixed store brand (CA2,MO) - CY090XV - other",285
1636,"American cheese, pasteurized process, HYVEE DELUXE SLICED (MO) - NFY090I9E",202
1637,"American cheese, pasteurized process, SUNNYSIDE FARMS DELUXE SLICES (CA) - NFY090IA4",259
1638,"Fatty Acids, American cheese, pasteurized process, mixed store brand - NFY090HPJ",5
1639,"Proximates, American cheese, pasteurized process, mixed store brand - NFY090HPK",213
1640,"American cheese, pasteurized process, KRAFT (AL,CA1) - CY090XC",170
1641,"American cheese, pasteurized process, KRAFT (AL) - NFY090ICR",183
1642,"American cheese, pasteurized process, KRAFT (AL) - NFY090ICQ",2
1643,"American cheese, pasteurized process, KRAFT (CA) - NFY090IZ9",152
1644,"American cheese, pasteurized process, KRAFT (CA) - NFY090IZ8",10
1645,"Minerals, American cheese, pasteurized process, KRAFT - NFY090HK0",95
1646,"Selenium, American cheese, pasteurized process, KRAFT - NFY090HK1",107
1647,"Proximates, American cheese, pasteurized process, KRAFT - NFY090HK2",299
1648,"Sugars, American cheese, pasteurized process, KRAFT - NFY090HK3",19
1649,"Vitamin D, American cheese, pasteurized process, KRAFT - NFY090HK4",92
